iter	Passed	Remaining
345	18935	254704
346	19007	254872
347	19055	254726
348	19111	254694
349	19154	254486
350	19201	254327
351	19248	254168
352	19300	254074
353	19357	254050
354	19411	253989
355	19486	254197
356	19544	254189
357	19605	254209
358	19625	253712
359	19681	253673
360	19742	253702
361	19797	253649
362	19854	253622
363	19904	253503
364	19947	253308
365	19993	253143
366	20062	253266
367	20116	253207
368	20177	253224
369	20230	253160
370	20284	253088
371	20336	253005
372	20389	252932
373	20458	253046
374	20521	253098
375	20577	253053
376	20660	253351
377	20715	253294
378	20739	252870
379	20807	252980
380	20865	252957
381	20910	252787
382	20965	252732
383	21022	252706
384	21092	252839
385	21151	252832
386	21206	252779
387	21261	252726
388	21316	252670
389	21367	252575
390	21388	252117
391	21444	252082
392	21503	252082
393	21524	251624
394	21589	251695
395	21644	251640
396	21699	251599
397	21754	251548
398	21819	251610
399	21876	251580
400	21932	251539
401	22001	251647
402	22058	251624
403	22112	251552
404	22167	251503
405	22224	251480
406	22289	251533
407	22341	251449
408	22399	251429
409	22483	251704
410	22504	251270
411	22577	251416
412	22621	251243
413	22673	251158
414	22732	251158
415	22794	251173
416	22835	250976
417	22885	250867
418	22950	250925
419	22996	250766
420	23040	250602
421	23105	250653
422	23152	250520
423	23207	250467
424	23260	250393
425	23285	250022
426	23341	249973
427	23399	249959
428	23458	249946
429	23517	249944
430	23572	249888
431	23636	249936
432	23689	249860
433	23747	249838
434	23801	249776
435	23875	249924
436	23900	249561
437	23978	249747
438	24046	249829
439	24093	249693
440	24141	249567
441	24203	249596
442	24264	249602
443	24317	249530
444	24370	249451
445	24435	249500
446	24493	249485
447	24548	249428
448	24602	249369
449	24671	249459
450	24725	249395
451	24776	249303
452	24833	249266
453	24909	249423
454	24979	249522
455	25049	249611
456	25102	249537
457	25160	249514
458	25212	249429
459	25267	249383
460	25324	249343
461	25381	249307
462	25436	249255
463	25489	249177
464	25545	249137
465	25599	249077
466	25657	249045
467	25714	249014
468	25772	248989
469	25836	249015
470	25890	248959
471	25952	248970
472	26013	248966
473	26069	248927
474	26123	248861
475	26179	248818
476	26235	248768
477	26309	248891
478	26363	248832
479	26429	248873
480	26496	248937
481	26555	248912
482	26608	248844
483	26665	248803
484	26721	248755
485	26778	248717
486	26836	248687
487	26891	248636
488	26951	248627
489	27012	248627
490	27063	248530
491	27120	248498
492	27194	248611
493	27262	248672
494	27316	248610
495	27371	248552
496	27435	248576
497	27480	248425
498	27531	248333
499	27581	248234
500	27601	247862
501	27649	247746
502	27666	247350
503	27708	247181
504	27753	247031
505	27796	246868
506	27841	246733
507	27904	246743
508	27957	246669
509	28005	246557
510	28061	246509
511	28111	246417
512	28131	246058
513	28186	246001
514	28238	245925
515	28294	245873
516	28350	245832
517	28403	245765
518	28476	245860
519	28547	245943
520	28607	245936
521	28657	245837
522	28721	245859
523	28774	245795
524	28828	245726
525	28897	245791
526	28951	245733
527	29004	245662
528	29063	245642
529	29117	245575
530	29170	245502
531	29220	245410
532	29272	245328
533	29331	245310
534	29394	245318
535	29447	245249
536	29497	245153
537	29544	245032
538	29601	244992
539	29653	244914
540	29704	244824
541	29746	244667
542	29801	244617
543	29887	244813
544	29944	244772
545	29999	244721
546	30065	244752
547	30121	244710
548	30175	244643
549	30230	244589
550	30284	244529
551	30341	244489
552	30413	244573
553	30460	244457
554	30535	244556
555	30593	244526
556	30659	244562
557	30719	244543
558	30783	244560
559	30812	244296
560	30853	244135
561	30895	243979
562	30930	243765
563	30986	243717
564	31030	243576
565	31090	243564
566	31142	243483
567	31195	243414
568	31256	243402
569	31327	243477
570	31379	243393
571	31434	243344
572	31486	243268
573	31543	243226
574	31609	243255
575	31652	243111
576	31706	243048
577	31761	242994
578	31841	243130
579	31890	243029
580	31951	243018
581	32003	242942
582	32055	242865
583	32118	242868
584	32174	242818
585	32231	242782
586	32283	242700
587	32338	242648
588	32388	242554
589	32443	242500
590	32505	242495
591	32567	242497
592	32625	242459
593	32674	242361
594	32717	242216
595	32758	242059
596	32809	241978
597	32872	241978
598	32925	241912
599	32980	241860
600	33037	241816
601	33092	241764
602	33155	241763
603	33206	241680
604	33283	241785
605	33341	241750
606	33387	241635
607	33442	241576
608	33497	241524
609	33553	241472
610	33605	241398
611	33655	241309
612	33710	241250
613	33771	241240
614	33833	241233
615	33904	241296
616	33959	241238
617	34028	241284
618	34082	241219
619	34137	241165
620	34174	240984
621	34248	241062
622	34310	241057
623	34354	240923
624	34398	240786
625	34444	240668
626	34498	240607
627	34553	240553
628	34606	240483
629	34667	240468
630	34721	240408
631	34785	240414
632	34841	240369
633	34894	240300
634	34949	240246
635	35007	240208
636	35062	240155
637	35116	240090
638	35172	240042
639	35236	240045
640	35304	240078
641	35355	239995
642	35408	239927
643	35473	239940
644	35531	239906
645	35548	239597
646	35601	239528
647	35655	239464
648	35682	239222
649	35754	239277
650	35811	239235
651	35872	239222
652	35921	239127
653	35963	238985
654	36009	238870
655	36095	239022
656	36153	238989
657	36183	238764
658	36236	238697
659	36300	238704
660	36365	238710
661	36419	238651
662	36479	238628
663	36526	238519
664	36581	238466
665	36636	238412
666	36654	238115
667	36710	238067
668	36776	238082
669	36829	238017
670	36885	237969
671	36930	237852
672	36983	237779
673	37041	237747
674	37098	237707
675	37154	237659
676	37193	237497
677	37244	237421
678	37316	237472
679	37372	237424
680	37425	237356
681	37479	237298
682	37526	237190
683	37573	237086
684	37616	236953
685	37658	236819
686	37706	236721
687	37753	236620
688	37807	236557
689	37869	236544
690	37925	236499
691	37984	236468
692	38054	236507
693	38109	236456
694	38163	236392
695	38220	236354
696	38290	236390
697	38311	236127
698	38358	236022
699	38430	236071
700	38493	236065
701	38548	236014
702	38602	235950
703	38622	235682
704	38641	235412
705	38705	235411
706	38760	235357
707	38809	235269
708	38869	235246
709	38926	235205
710	38976	235120
711	39032	235070
712	39082	234985
713	39098	234699
714	39151	234637
715	39208	234591
716	39230	234344
717	39278	234251
718	39330	234180
719	39392	234168
720	39448	234117
721	39506	234081
722	39565	234054
723	39619	233993
724	39680	233979
725	39731	233903
726	39799	233924
727	39852	233857
728	39907	233805
729	39939	233617
730	39995	233569
731	40040	233461
732	40085	233351
733	40156	233389
734	40205	233303
735	40222	233026
736	40264	232897
737	40304	232758
738	40349	232648
739	40394	232541
740	40454	232517
741	40506	232451
742	40558	232377
743	40611	232315
744	40665	232260
745	40727	232244
746	40782	232189
747	40855	232243
748	40915	232220
749	40979	232216
750	41050	232252
751	41121	232291
752	41152	232106
753	41204	232037
754	41250	231933
755	41310	231905
756	41332	231671
757	41385	231604
758	41438	231543
759	41459	231297
760	41521	231289
761	41573	231220
762	41630	231178
763	41687	231137
764	41736	231053
765	41798	231035
766	41859	231017
767	41910	230945
768	41970	230917
769	42040	230950
770	42113	230997
771	42160	230901
772	42216	230850
773	42268	230782
774	42336	230801
775	42389	230740
776	42442	230674
777	42470	230478
778	42521	230401
779	42587	230407
780	42620	230237
781	42637	229980
782	42707	230011
783	42785	230079
784	42848	230071
785	42910	230055
786	42964	229996
787	43025	229980
788	43071	229878
789	43122	229804
790	43176	229746
791	43232	229702
792	43283	229625
793	43337	229566
794	43397	229545
795	43436	229406
796	43492	229358
797	43546	229300
798	43599	229236
799	43662	229228
800	43717	229176
801	43773	229128
802	43836	229116
803	43893	229077
804	43949	229027
805	44008	228998
806	44068	228970
807	44118	228894
808	44171	228830
809	44234	228819
810	44293	228786
811	44357	228778
812	44409	228710
813	44460	228638
814	44504	228527
815	44548	228418
816	44593	228314
817	44640	228221
818	44690	228147
819	44755	228146
820	44815	228116
821	44862	228021
822	44906	227914
823	44949	227804
824	45008	227769
825	45068	227743
826	45138	227765
827	45197	227735
828	45271	227775
829	45315	227670
830	45361	227569
831	45405	227466
832	45450	227363
833	45500	227285
834	45547	227190
835	45590	227081
836	45640	227001
837	45678	226868
838	45732	226811
839	45788	226761
840	45837	226681
841	45904	226690
842	45966	226668
843	46029	226657
844	46095	226656
845	46168	226697
846	46225	226651
847	46297	226683
848	46372	226726
849	46427	226677
850	46487	226646
851	46550	226635
852	46605	226579
853	46657	226513
854	46717	226481
855	46775	226445
856	46811	226299
857	46873	226279
858	46927	226224
859	46990	226210
860	47049	226175
861	47110	226154
862	47165	226097
863	47206	225977
864	47240	225825
865	47282	225711
866	47328	225616
867	47371	225507
868	47416	225404
869	47462	225308
870	47520	225273
871	47581	225249
872	47640	225213
873	47707	225220
874	47756	225135
875	47806	225059
876	47852	224966
877	47924	224991
878	47974	224917
879	48020	224824
880	48062	224710
881	48109	224617
882	48153	224518
883	48212	224480
884	48267	224428
885	48326	224394
886	48371	224295
887	48432	224274
888	48493	224249
889	48551	224207
890	48633	224280
891	48679	224188
892	48718	224062
893	48761	223952
894	48803	223841
895	48844	223727
896	48900	223676
897	48921	223470
898	48978	223427
899	49030	223363
900	49082	223296
901	49109	223117
902	49161	223050
903	49209	222966
904	49259	222891
905	49304	222794
906	49363	222763
907	49407	222659
908	49450	222552
909	49503	222495
910	49562	222460
911	49614	222395
912	49657	222287
913	49718	222265
914	49763	222168
915	49812	222090
916	49859	222004
917	49904	221908
918	49945	221794
919	50002	221749
920	50076	221781
921	50142	221782
922	50194	221713
923	50247	221655
924	50301	221597
925	50357	221552
926	50413	221505
927	50435	221307
928	50491	221260
929	50551	221229
930	50604	221169
931	50662	221134
932	50713	221062
933	50734	220861
934	50779	220769
935	50827	220685
936	50881	220632
937	50934	220571
938	50998	220559
939	51054	220513
940	51076	220318
941	51122	220230
942	51186	220215
943	51235	220140
944	51279	220041
945	51330	219973
946	51360	219813
947	51421	219790
948	51474	219728
949	51511	219602
950	51558	219517
951	51616	219478
952	51652	219346
953	51710	219307
954	51762	219244
955	51785	219057
956	51830	218965
957	51878	218887
958	51935	218845
959	52004	218851
960	52058	218799
961	52115	218755
962	52169	218699
963	52220	218631
964	52282	218610
965	52332	218540
966	52385	218479
967	52446	218456
968	52498	218391
969	52552	218335
970	52599	218253
971	52655	218206
972	52694	218088
973	52747	218031
974	52805	217991
975	52865	217960
976	52933	217964
977	52992	217929
978	53050	217891
979	53106	217844
980	53163	217800
981	53219	217753
982	53265	217669
983	53312	217584
984	53369	217543
985	53428	217506
986	53483	217457
987	53536	217398
988	53590	217341
989	53664	217367
990	53720	217322
991	53788	217323
992	53848	217293
993	53905	217250
994	53955	217176
995	54009	217123
996	54062	217063
997	54112	216990
998	54167	216939
999	54224	216896
1000	54278	216841
1001	54328	216771
1002	54379	216705
1003	54440	216679
1004	54517	216712
1005	54581	216697
1006	54645	216684
1007	54706	216656
1008	54773	216651
1009	54848	216678
1010	54899	216610
1011	54947	216532
1012	54991	216438
1013	55018	216276
1014	55075	216233
1015	55129	216176
1016	55182	216119
1017	55235	216057
1018	55295	216028
1019	55349	215972
1020	55410	215942
1021	55462	215879
1022	55519	215835
1023	55574	215785
1024	55626	215720
1025	55680	215667
1026	55737	215621
1027	55787	215551
1028	55846	215517
1029	55897	215449
1030	55965	215446
1031	56003	215330
1032	56058	215280
1033	56115	215234
1034	56171	215189
1035	56220	215113
1036	56274	215058
1037	56331	215015
1038	56382	214947
1039	56435	214890
1040	56492	214843
1041	56544	214783
1042	56605	214754
1043	56659	214696
1044	56681	214523
1045	56742	214493
1046	56789	214411
1047	56851	214388
1048	56905	214332
1049	56965	214297
1050	57018	214241
1051	57078	214208
1052	57127	214131
1053	57179	214072
1054	57226	213988
1055	57286	213956
1056	57343	213914
1057	57401	213871
1058	57455	213817
1059	57528	213832
1060	57581	213773
1061	57613	213636
1062	57672	213598
1063	57731	213564
1064	57796	213547
1065	57853	213503
1066	57913	213471
1067	57975	213447
1068	58027	213381
1069	58074	213301
1070	58119	213213
1071	58165	213127
1072	58220	213078
1073	58269	213004
1074	58315	212918
1075	58373	212880
1076	58427	212823
1077	58492	212808
1078	58557	212793
1079	58615	212753
1080	58674	212714
1081	58716	212615
1082	58771	212563
1083	58827	212516
1084	58888	212486
1085	58943	212435
1086	59001	212395
1087	59052	212328
1088	59106	212274
1089	59172	212260
1090	59228	212214
1091	59288	212179
1092	59337	212105
1093	59394	212061
1094	59446	211998
1095	59501	211947
1096	59556	211896
1097	59620	211875
1098	59672	211814
1099	59729	211766
1100	59779	211699
1101	59837	211657
1102	59888	211593
1103	59945	211546
1104	59977	211413
1105	60021	211322
1106	60062	211222
1107	60116	211167
1108	60168	211104
1109	60225	211062
1110	60284	211022
1111	60334	210953
1112	60380	210869
1113	60407	210721
1114	60461	210667
1115	60520	210630
1116	60569	210556
1117	60606	210440
1118	60668	210414
1119	60712	210323
1120	60764	210264
1121	60818	210208
1122	60866	210133
1123	60911	210047
1124	60968	210002
1125	61027	209965
1126	61080	209907
1127	61130	209838
1128	61184	209782
1129	61247	209759
1130	61308	209728
1131	61368	209695
1132	61420	209632
1133	61480	209599
1134	61520	209494
1135	61565	209408
1136	61608	209317
1137	61654	209235
1138	61704	209165
1139	61775	209168
1140	61824	209098
1141	61872	209023
1142	61920	208948
1143	61973	208889
1144	62016	208799
1145	62071	208746
1146	62116	208663
1147	62165	208590
1148	62214	208518
1149	62260	208438
1150	62308	208363
1151	62360	208301
1152	62403	208211
1153	62457	208154
1154	62506	208083
1155	62554	208010
1156	62612	207967
1157	62656	207881
1158	62701	207795
1159	62745	207707
1160	62804	207672
1161	62853	207600
1162	62908	207549
1163	62965	207504
1164	63003	207396
1165	63041	207289
1166	63101	207255
1167	63152	207191
1168	63204	207131
1169	63247	207041
1170	63303	206992
1171	63357	206939
1172	63423	206923
1173	63479	206876
1174	63536	206832
1175	63590	206778
1176	63646	206729
1177	63685	206625
1178	63740	206576
1179	63787	206497
1180	63837	206431
1181	63888	206369
1182	63937	206297
1183	63998	206264
1184	64050	206204
1185	64105	206153
1186	64160	206102
1187	64203	206014
1188	64258	205962
1189	64310	205900
1190	64363	205844
1191	64414	205779
1192	64462	205708
1193	64520	205664
1194	64575	205614
1195	64628	205557
1196	64667	205456
1197	64712	205372
1198	64758	205294
1199	64808	205226
1200	64858	205159
1201	64918	205124
1202	64982	205102
1203	65017	204987
1204	65063	204907
1205	65128	204888
1206	65187	204851
1207	65235	204779
1208	65294	204739
1209	65351	204694
1210	65398	204620
1211	65454	204573
1212	65509	204521
1213	65562	204464
1214	65601	204364
1215	65669	204352
1216	65722	204295
1217	65772	204230
1218	65814	204139
1219	65859	204057
1220	65907	203985
1221	65969	203954
1222	66012	203867
1223	66067	203816
1224	66132	203797
1225	66181	203726
1226	66240	203687
1227	66286	203610
1228	66346	203573
1229	66404	203533
1230	66456	203473
1231	66534	203490
1232	66585	203429
1233	66643	203385
1234	66705	203356
1235	66766	203325
1236	66824	203282
1237	66878	203228
1238	66932	203174
1239	66982	203108
1240	67033	203045
1241	67086	202988
1242	67135	202920
1243	67193	202876
1244	67250	202832
1245	67306	202782
1246	67368	202754
1247	67434	202736
1248	67486	202674
1249	67548	202645
1250	67602	202592
1251	67665	202562
1252	67728	202536
1253	67778	202471
1254	67814	202361
1255	67852	202261
1256	67905	202203
1257	67947	202113
1258	68040	202176
1259	68108	202162
1260	68157	202093
1261	68217	202056
1262	68284	202043
1263	68337	201986
1264	68391	201930
1265	68452	201895
1266	68507	201844
1267	68569	201815
1268	68623	201760
1269	68679	201711
1270	68716	201608
1271	68773	201563
1272	68835	201532
1273	68893	201489
1274	68956	201459
1275	69007	201397
1276	69058	201336
1277	69115	201288
1278	69174	201248
1279	69228	201195
1280	69294	201176
1281	69346	201117
1282	69398	201055
1283	69448	200990
1284	69506	200946
1285	69566	200910
1286	69627	200876
1287	69679	200814
1288	69737	200772
1289	69815	200788
1290	69872	200742
1291	69929	200695
1292	69993	200668
1293	70065	200667
1294	70116	200604
1295	70180	200576
1296	70231	200513
1297	70287	200466
1298	70344	200418
1299	70387	200333
1300	70432	200254
1301	70485	200196
1302	70540	200145
1303	70597	200099
1304	70656	200057
1305	70716	200019
1306	70771	199968
1307	70825	199913
1308	70893	199900
1309	70947	199845
1310	71025	199857
1311	71071	199780
1312	71112	199688
1313	71153	199598
1314	71216	199569
1315	71270	199515
1316	71314	199432
1317	71367	199375
1318	71420	199317
1319	71489	199304
1320	71549	199265
1321	71598	199197
1322	71660	199166
1323	71723	199135
1324	71775	199076
1325	71837	199042
1326	71892	198992
1327	71963	198983
1328	72006	198897
1329	72054	198827
1330	72111	198781
1331	72166	198728
1332	72226	198689
1333	72273	198615
1334	72333	198577
1335	72401	198561
1336	72462	198527
1337	72508	198451
1338	72553	198369
1339	72606	198313
1340	72657	198249
1341	72704	198177
1342	72742	198077
1343	72798	198028
1344	72852	197975
1345	72913	197939
1346	72963	197873
1347	73028	197849
1348	73082	197793
1349	73135	197737
1350	73191	197687
1351	73246	197636
1352	73303	197590
1353	73358	197536
1354	73416	197493
1355	73477	197457
1356	73539	197423
1357	73592	197365
1358	73653	197330
1359	73712	197289
1360	73765	197232
1361	73817	197172
1362	73873	197122
1363	73926	197064
1364	73986	197027
1365	74056	197014
1366	74115	196973
1367	74159	196890
1368	74202	196807
1369	74250	196736
1370	74294	196656
1371	74343	196587
1372	74401	196544
1373	74465	196514
1374	74516	196451
1375	74574	196408
1376	74623	196341
1377	74685	196305
1378	74736	196244
1379	74792	196196
1380	74854	196161
1381	74912	196117
1382	74970	196071
1383	75030	196033
1384	75091	195996
1385	75137	195920
1386	75185	195851
1387	75227	195765
1388	75274	195690
1389	75320	195617
1390	75370	195551
1391	75433	195521
1392	75493	195480
1393	75546	195423
1394	75603	195375
1395	75662	195334
1396	75720	195289
1397	75767	195218
1398	75820	195161
1399	75874	195105
1400	75936	195072
1401	75990	195015
1402	76052	194983
1403	76104	194921
1404	76163	194880
1405	76225	194846
1406	76287	194811
1407	76344	194764
1408	76397	194707
1409	76452	194655
1410	76507	194603
1411	76573	194580
1412	76631	194533
1413	76705	194529
1414	76761	194480
1415	76819	194436
1416	76877	194389
1417	76934	194343
1418	76990	194294
1419	77039	194227
1420	77096	194178
1421	77149	194122
1422	77206	194073
1423	77274	194055
1424	77332	194009
1425	77392	193969
1426	77447	193918
1427	77499	193857
1428	77551	193796
1429	77610	193754
1430	77662	193696
1431	77709	193622
1432	77766	193574
1433	77827	193536
1434	77877	193472
1435	77937	193431
1436	77992	193379
1437	78048	193330
1438	78125	193331
1439	78179	193276
1440	78234	193225
1441	78287	193167
1442	78349	193132
1443	78398	193064
1444	78455	193017
1445	78500	192940
1446	78546	192866
1447	78599	192806
1448	78642	192726
1449	78687	192649
1450	78735	192578
1451	78787	192519
1452	78844	192472
1453	78901	192423
1454	78958	192376
1455	79018	192335
1456	79080	192300
1457	79130	192237
1458	79187	192187
1459	79239	192127
1460	79289	192063
1461	79335	191989
1462	79384	191923
1463	79438	191868
1464	79485	191796
1465	79540	191743
1466	79589	191676
1467	79647	191630
1468	79704	191582
1469	79764	191544
1470	79828	191513
1471	79878	191448
1472	79925	191376
1473	79984	191333
1474	80044	191292
1475	80103	191250
1476	80161	191204
1477	80216	191151
1478	80280	191121
1479	80343	191088
1480	80394	191024
1481	80455	190987
1482	80514	190943
1483	80575	190905
1484	80635	190865
1485	80694	190821
1486	80736	190737
1487	80795	190694
1488	80856	190655
1489	80929	190645
1490	80980	190583
1491	81038	190537
1492	81100	190501
1493	81161	190462
1494	81225	190430
1495	81279	190377
1496	81330	190315
1497	81385	190262
1498	81445	190220
1499	81509	190189
1500	81560	190126
1501	81618	190081
1502	81679	190042
1503	81740	190004
1504	81803	189969
1505	81860	189921
1506	81909	189852
1507	81967	189806
1508	82028	189768
1509	82078	189705
1510	82132	189649
1511	82207	189642
1512	82276	189622
1513	82345	189602
1514	82405	189559
1515	82462	189510
1516	82519	189462
1517	82578	189418
1518	82649	189403
1519	82710	189363
1520	82768	189316
1521	82838	189297
1522	82891	189241
1523	82953	189203
1524	83004	189141
1525	83076	189127
1526	83132	189075
1527	83189	189028
1528	83248	188983
1529	83302	188928
1530	83356	188872
1531	83413	188824
1532	83475	188785
1533	83530	188733
1534	83591	188692
1535	83653	188656
1536	83709	188604
1537	83779	188584
1538	83834	188532
1539	83884	188467
1540	83930	188394
1541	83972	188312
1542	84029	188263
1543	84104	188254
1544	84179	188245
1545	84253	188235
1546	84316	188198
1547	84386	188180
1548	84448	188141
1549	84497	188075
1550	84552	188021
1551	84612	187980
1552	84666	187923
1553	84720	187868
1554	84776	187816
1555	84840	187783
1556	84891	187721
1557	84965	187709
1558	85021	187658
1559	85079	187612
1560	85147	187585
1561	85199	187526
1562	85251	187465
1563	85301	187400
1564	85345	187324
1565	85396	187262
1566	85450	187206
1567	85511	187165
1568	85572	187125
1569	85626	187068
1570	85700	187057
1571	85760	187013
1572	85818	186967
1573	85870	186907
1574	85930	186863
1575	85989	186818
1576	86056	186791
1577	86119	186755
1578	86174	186701
1579	86241	186674
1580	86289	186606
1581	86341	186546
1582	86385	186469
1583	86438	186409
1584	86498	186366
1585	86551	186309
1586	86608	186259
1587	86662	186204
1588	86710	186135
1589	86762	186075
1590	86829	186047
1591	86867	185957
1592	86923	185905
1593	86987	185872
1594	87041	185815
1595	87082	185732
1596	87130	185663
1597	87175	185587
1598	87220	185513
1599	87284	185480
1600	87357	185463
1601	87416	185418
1602	87509	185446
1603	87590	185448
1604	87649	185402
1605	87694	185327
1606	87751	185276
1607	87813	185237
1608	87877	185203
1609	87939	185164
1610	87998	185119
1611	88050	185059
1612	88110	185015
1613	88179	184990
1614	88227	184921
1615	88277	184859
1616	88331	184802
1617	88391	184758
1618	88448	184709
1619	88508	184666
1620	88564	184614
1621	88615	184552
1622	88682	184523
1623	88734	184463
1624	88780	184389
1625	88829	184323
1626	88885	184271
1627	88934	184206
1628	88994	184162
1629	89046	184103
1630	89120	184086
1631	89185	184053
1632	89247	184014
1633	89300	183956
1634	89357	183906
1635	89413	183855
1636	89464	183792
1637	89547	183796
1638	89602	183742
1639	89651	183675
1640	89717	183645
1641	89766	183579
1642	89816	183515
1643	89877	183472
1644	89938	183430
1645	89994	183379
1646	90049	183325
1647	90110	183283
1648	90164	183227
1649	90218	183170
1650	90263	183096
1651	90308	183022
1652	90357	182956
1653	90419	182916
1654	90487	182888
1655	90547	182844
1656	90605	182796
1657	90671	182765
1658	90722	182702
1659	90774	182642
1660	90835	182601
1661	90889	182543
1662	90950	182502
1663	91009	182456
1664	91058	182391
