iter	Passed	Remaining
1665	91105	182320
1666	91165	182275
1667	91219	182220
1668	91276	182170
1669	91337	182128
1670	91391	182071
1671	91464	182052
1672	91517	181996
1673	91568	181934
1674	91630	181893
1675	91689	181846
1676	91744	181792
1677	91800	181739
1678	91870	181715
1679	91933	181677
1680	91993	181632
1681	92057	181597
1682	92119	181557
1683	92169	181492
1684	92210	181412
1685	92268	181362
1686	92316	181295
1687	92368	181235
1688	92420	181174
1689	92481	181132
1690	92537	181080
1691	92591	181024
1692	92651	180979
1693	92700	180914
1694	92743	180835
1695	92802	180789
1696	92855	180731
1697	92909	180675
1698	92960	180614
1699	93024	180576
1700	93084	180532
1701	93140	180480
1702	93217	180468
1703	93272	180414
1704	93333	180372
1705	93388	180316
1706	93444	180265
1707	93495	180204
1708	93546	180141
1709	93597	180079
1710	93650	180022
1711	93710	179975
1712	93778	179946
1713	93854	179932
1714	93937	179933
1715	93989	179871
1716	94036	179803
1717	94108	179780
1718	94171	179742
1719	94230	179694
1720	94294	179658
1721	94346	179597
1722	94400	179541
1723	94456	179489
1724	94515	179442
1725	94571	179389
1726	94643	179367
1727	94695	179307
1728	94749	179250
1729	94814	179216
1730	94874	179171
1731	94943	179143
1732	94996	179085
1733	95046	179019
1734	95088	178941
1735	95144	178890
1736	95201	178839
1737	95259	178788
1738	95323	178752
1739	95377	178695
1740	95429	178635
1741	95477	178567
1742	95531	178511
1743	95603	178490
1744	95665	178446
1745	95746	178442
1746	95798	178381
1747	95840	178302
1748	95913	178280
1749	95968	178226
1750	96011	178150
1751	96059	178083
1752	96111	178023
1753	96164	177963
1754	96223	177916
1755	96300	177904
1756	96347	177834
1757	96393	177763
1758	96441	177696
1759	96499	177647
1760	96555	177593
1761	96618	177553
1762	96671	177496
1763	96724	177438
1764	96790	177404
1765	96848	177354
1766	96890	177277
1767	96941	177213
1768	97002	177170
1769	97070	177140
1770	97124	177084
1771	97175	177022
1772	97235	176975
1773	97319	176975
1774	97375	176921
1775	97422	176852
1776	97476	176796
1777	97532	176743
1778	97593	176699
1779	97650	176648
1780	97706	176594
1781	97773	176563
1782	97826	176504
1783	97879	176446
1784	97936	176395
1785	98026	176403
1786	98075	176338
1787	98117	176260
1788	98166	176195
1789	98208	176116
1790	98251	176041
1791	98310	175994
1792	98367	175942
1793	98419	175882
1794	98472	175824
1795	98528	175770
1796	98586	175721
1797	98642	175669
1798	98708	175634
1799	98778	175605
1800	98829	175544
1801	98890	175499
1802	98949	175453
1803	99007	175403
1804	99064	175352
1805	99131	175318
1806	99197	175283
1807	99256	175236
1808	99311	175180
1809	99355	175106
1810	99412	175056
1811	99450	174971
1812	99507	174919
1813	99574	174886
1814	99623	174821
1815	99701	174806
1816	99753	174746
1817	99805	174687
1818	99866	174643
1819	99925	174594
1820	99979	174538
1821	100029	174474
1822	100094	174437
1823	100150	174385
1824	100206	174331
1825	100262	174279
1826	100318	174225
1827	100372	174169
1828	100437	174131
1829	100512	174112
1830	100567	174056
1831	100619	173997
1832	100673	173940
1833	100748	173920
1834	100804	173867
1835	100859	173811
1836	100928	173781
1837	100983	173726
1838	101061	173711
1839	101125	173672
1840	101185	173626
1841	101243	173575
1842	101299	173523
1843	101357	173473
1844	101414	173422
1845	101465	173360
1846	101512	173290
1847	101570	173241
1848	101624	173185
1849	101681	173133
1850	101770	173136
1851	101842	173109
1852	101911	173078
1853	101972	173033
1854	102032	172988
1855	102094	172944
1856	102158	172904
1857	102219	172859
1858	102274	172805
1859	102332	172754
1860	102414	172745
1861	102473	172697
1862	102515	172620
1863	102557	172542
1864	102616	172494
1865	102672	172442
1866	102727	172386
1867	102778	172324
1868	102851	172299
1869	102908	172247
1870	102958	172184
1871	103017	172136
1872	103079	172092
1873	103139	172046
1874	103193	171988
1875	103247	171932
1876	103299	171872
1877	103358	171824
1878	103408	171760
1879	103481	171735
1880	103542	171690
1881	103592	171626
1882	103645	171568
1883	103719	171544
1884	103779	171497
1885	103836	171446
1886	103898	171402
1887	103951	171343
1888	104007	171289
1889	104058	171227
1890	104136	171211
1891	104191	171156
1892	104245	171098
1893	104284	171018
1894	104350	170980
1895	104407	170928
1896	104481	170905
1897	104559	170887
1898	104615	170833
1899	104686	170803
1900	104746	170756
1901	104805	170709
1902	104858	170649
1903	104914	170595
1904	104963	170530
1905	105017	170473
1906	105067	170410
1907	105116	170346
1908	105165	170281
1909	105209	170207
1910	105262	170149
1911	105315	170090
1912	105364	170026
1913	105423	169976
1914	105493	169945
1915	105541	169879
1916	105590	169815
1917	105646	169761
1918	105713	169726
1919	105783	169693
1920	105846	169652
1921	105904	169602
1922	105962	169550
1923	106017	169495
1924	106070	169437
1925	106124	169380
1926	106184	169332
1927	106270	169326
1928	106335	169287
1929	106370	169200
1930	106409	169119
1931	106466	169068
1932	106525	169018
1933	106582	168966
1934	106631	168901
1935	106680	168838
1936	106734	168780
1937	106805	168750
1938	106865	168702
1939	106924	168653
1940	107001	168633
1941	107055	168576
1942	107101	168506
1943	107158	168454
1944	107213	168400
1945	107268	168344
1946	107340	168314
1947	107420	168299
1948	107475	168243
1949	107535	168195
1950	107586	168135
1951	107639	168076
1952	107703	168034
1953	107755	167975
1954	107808	167915
1955	107887	167898
1956	107928	167821
1957	107995	167783
1958	108046	167722
1959	108092	167653
1960	108147	167597
1961	108198	167537
1962	108258	167488
1963	108312	167432
1964	108379	167395
1965	108442	167351
1966	108503	167306
1967	108575	167276
1968	108634	167228
1969	108694	167179
1970	108744	167116
1971	108797	167057
1972	108855	167007
1973	108920	166966
1974	108983	166924
1975	109036	166866
1976	109096	166817
1977	109175	166798
1978	109229	166742
1979	109289	166693
1980	109339	166631
1981	109397	166579
1982	109453	166525
1983	109504	166464
1984	109555	166402
1985	109604	166338
1986	109658	166281
1987	109699	166204
1988	109754	166149
1989	109806	166089
1990	109872	166050
1991	109933	166003
1992	109989	165950
1993	110041	165890
1994	110093	165830
1995	110149	165775
1996	110206	165723
1997	110266	165675
1998	110333	165638
1999	110393	165589
2000	110462	165555
2001	110511	165491
2002	110566	165435
2003	110620	165379
2004	110702	165364
2005	110750	165297
2006	110809	165247
2007	110868	165198
2008	110935	165160
2009	111008	165132
2010	111061	165073
2011	111125	165031
2012	111203	165009
2013	111252	164945
2014	111307	164889
2015	111366	164840
2016	111442	164815
2017	111497	164759
2018	111555	164708
2019	111617	164662
2020	111677	164615
2021	111735	164563
2022	111795	164515
2023	111870	164489
2024	111929	164439
2025	112008	164419
2026	112063	164363
2027	112108	164293
2028	112162	164236
2029	112220	164184
2030	112295	164157
2031	112357	164112
2032	112414	164060
2033	112470	164005
2034	112529	163955
2035	112592	163912
2036	112658	163872
2037	112711	163813
2038	112756	163742
2039	112805	163678
2040	112869	163635
2041	112918	163571
2042	112962	163499
2043	113009	163432
2044	113070	163385
2045	113121	163323
2046	113177	163269
2047	113226	163204
2048	113282	163151
2049	113336	163094
2050	113386	163031
2051	113433	162963
2052	113483	162901
2053	113538	162844
2054	113605	162807
2055	113669	162763
2056	113718	162699
2057	113770	162639
2058	113831	162592
2059	113887	162538
2060	113957	162504
2061	114009	162444
2062	114069	162395
2063	114121	162334
2064	114179	162284
2065	114231	162223
2066	114287	162169
2067	114335	162104
2068	114397	162059
2069	114444	161991
2070	114505	161944
2071	114557	161884
2072	114616	161834
2073	114663	161766
2074	114709	161698
2075	114763	161641
2076	114820	161589
2077	114901	161569
2078	114943	161495
2079	114998	161440
2080	115055	161387
2081	115111	161333
2082	115168	161280
2083	115223	161225
2084	115296	161194
2085	115369	161163
2086	115420	161101
2087	115466	161034
2088	115520	160976
2089	115575	160921
2090	115630	160865
2091	115690	160815
2092	115745	160761
2093	115802	160707
2094	115861	160657
2095	115918	160605
2096	115983	160562
2097	116033	160499
2098	116085	160439
2099	116138	160382
2100	116184	160314
2101	116228	160243
2102	116278	160179
2103	116330	160120
2104	116386	160066
2105	116441	160010
2106	116494	159952
2107	116551	159898
2108	116611	159850
2109	116671	159801
2110	116745	159771
2111	116820	159742
2112	116882	159696
2113	116952	159662
2114	117018	159620
2115	117077	159571
2116	117137	159521
2117	117193	159467
2118	117252	159416
2119	117315	159371
2120	117372	159318
2121	117445	159287
2122	117500	159231
2123	117565	159189
2124	117635	159153
2125	117692	159100
2126	117746	159043
2127	117796	158981
2128	117857	158933
2129	117918	158886
2130	117977	158835
2131	118037	158785
2132	118110	158754
2133	118157	158687
2134	118200	158615
2135	118248	158551
2136	118306	158497
2137	118391	158482
2138	118444	158423
2139	118502	158372
2140	118553	158310
2141	118618	158268
2142	118684	158227
2143	118740	158173
2144	118794	158115
2145	118861	158075
2146	118916	158020
2147	118970	157962
2148	119023	157904
2149	119082	157853
2150	119146	157809
2151	119203	157755
2152	119264	157708
2153	119326	157662
2154	119386	157612
2155	119443	157558
2156	119496	157500
2157	119544	157435
2158	119625	157414
2159	119688	157368
2160	119738	157305
2161	119793	157249
2162	119847	157192
2163	119910	157146
2164	119946	157066
2165	119993	157000
2166	120050	156946
2167	120110	156897
2168	120171	156849
2169	120221	156786
2170	120274	156728
2171	120333	156676
2172	120395	156630
2173	120450	156574
2174	120500	156512
2175	120568	156472
2176	120625	156420
2177	120665	156344
2178	120712	156278
2179	120774	156230
2180	120842	156192
2181	120899	156138
2182	120950	156077
2183	121002	156017
2184	121068	155976
2185	121126	155924
2186	121186	155874
2187	121244	155822
2188	121305	155773
2189	121361	155719
2190	121418	155665
2191	121476	155613
2192	121534	155561
2193	121588	155504
2194	121642	155447
2195	121717	155416
2196	121762	155348
2197	121807	155279
2198	121884	155252
2199	121928	155181
2200	121969	155108
2201	122022	155049
2202	122066	154979
2203	122111	154911
2204	122179	154871
2205	122231	154812
2206	122289	154760
2207	122340	154698
2208	122387	154633
2209	122444	154578
2210	122486	154507
2211	122541	154451
2212	122596	154395
2213	122644	154330
2214	122705	154281
2215	122775	154244
2216	122833	154192
2217	122892	154142
2218	122956	154097
2219	123018	154050
2220	123078	154000
2221	123132	153943
2222	123177	153875
2223	123240	153829
2224	123292	153769
2225	123343	153707
2226	123399	153653
2227	123462	153607
2228	123517	153552
2229	123568	153490
2230	123620	153431
2231	123672	153371
2232	123718	153304
2233	123771	153245
2234	123842	153210
2235	123891	153146
2236	123969	153119
2237	124026	153065
2238	124092	153023
2239	124145	152965
2240	124203	152912
2241	124257	152854
2242	124321	152810
2243	124380	152759
2244	124430	152697
2245	124487	152643
2246	124533	152576
2247	124590	152523
2248	124644	152466
2249	124698	152409
2250	124757	152357
2251	124815	152305
2252	124867	152246
2253	124920	152188
2254	124976	152132
2255	125027	152072
2256	125085	152020
2257	125145	151969
2258	125204	151918
2259	125265	151870
2260	125325	151820
2261	125384	151770
2262	125439	151713
2263	125504	151669
2264	125571	151628
2265	125622	151567
2266	125668	151500
2267	125716	151435
2268	125769	151377
2269	125834	151334
2270	125895	151284
2271	125958	151238
2272	126013	151182
2273	126062	151120
2274	126139	151090
2275	126209	151052
2276	126270	151003
2277	126316	150936
2278	126368	150876
2279	126426	150824
2280	126473	150759
2281	126517	150689
2282	126564	150624
2283	126636	150589
2284	126690	150531
2285	126747	150478
2286	126799	150418
2287	126852	150360
2288	126917	150315
2289	126970	150258
2290	127023	150199
2291	127068	150131
2292	127110	150060
2293	127154	149990
2294	127202	149926
2295	127251	149863
2296	127304	149805
2297	127355	149744
2298	127411	149690
2299	127480	149650
2300	127536	149595
2301	127589	149537
2302	127645	149482
2303	127700	149427
2304	127755	149371
2305	127816	149322
2306	127869	149264
2307	127925	149209
2308	127984	149158
2309	128041	149105
2310	128096	149048
2311	128151	148992
2312	128208	148939
2313	128276	148898
2314	128335	148847
2315	128393	148794
2316	128475	148769
2317	128549	148736
2318	128596	148670
2319	128637	148598
2320	128692	148542
2321	128750	148490
2322	128806	148435
2323	128881	148402
2324	128933	148342
2325	128997	148297
2326	129048	148236
2327	129094	148170
2328	129146	148110
2329	129193	148046
2330	129253	147995
2331	129307	147938
2332	129370	147891
2333	129425	147835
2334	129501	147804
2335	129554	147745
2336	129599	147677
2337	129642	147608
2338	129693	147547
2339	129760	147505
2340	129833	147470
2341	129882	147406
2342	129933	147346
2343	129985	147287
2344	130037	147227
2345	130109	147191
2346	130202	147177
2347	130261	147126
2348	130319	147073
2349	130379	147023
2350	130437	146971
2351	130492	146915
2352	130574	146889
2353	130626	146829
2354	130669	146760
2355	130715	146694
2356	130774	146642
2357	130828	146585
2358	130890	146536
2359	130945	146481
2360	130999	146424
2361	131055	146368
2362	131113	146316
2363	131169	146261
2364	131226	146207
2365	131279	146149
2366	131333	146092
2367	131386	146034
2368	131439	145976
2369	131498	145924
2370	131552	145867
2371	131619	145824
2372	131669	145762
2373	131750	145736
2374	131807	145682
2375	131869	145633
2376	131925	145578
2377	131974	145516
2378	132023	145453
2379	132077	145396
2380	132143	145351
2381	132203	145301
2382	132260	145248
2383	132318	145194
2384	132373	145139
2385	132438	145093
2386	132501	145046
2387	132560	144994
2388	132623	144948
2389	132690	144905
2390	132734	144837
2391	132801	144793
2392	132857	144738
2393	132907	144677
2394	132970	144629
2395	133019	144566
2396	133066	144502
2397	133118	144442
2398	133164	144377
2399	133218	144320
2400	133291	144283
2401	133347	144228
2402	133399	144168
2403	133447	144105
2404	133494	144041
2405	133546	143981
2406	133591	143914
2407	133639	143850
2408	133692	143793
2409	133744	143733
2410	133786	143663
2411	133827	143593
2412	133876	143530
2413	133939	143482
2414	133994	143426
2415	134049	143371
2416	134109	143319
2417	134152	143251
2418	134211	143199
2419	134291	143170
2420	134343	143110
2421	134401	143058
2422	134459	143005
2423	134523	142958
2424	134592	142917
2425	134649	142863
2426	134733	142838
2427	134779	142772
2428	134831	142714
2429	134878	142648
2430	134940	142600
2431	134993	142542
2432	135055	142494
2433	135113	142441
2434	135174	142391
2435	135228	142334
2436	135276	142270
2437	135323	142206
2438	135380	142152
2439	135454	142116
2440	135513	142064
2441	135567	142006
2442	135649	141978
2443	135706	141925
2444	135764	141872
2445	135816	141813
2446	135861	141746
2447	135918	141693
2448	135983	141647
2449	136035	141588
2450	136111	141553
2451	136163	141494
2452	136227	141447
2453	136298	141408
2454	136354	141353
2455	136401	141288
2456	136458	141234
2457	136506	141171
2458	136560	141114
2459	136609	141051
2460	136672	141004
2461	136737	140958
2462	136790	140900
2463	136845	140844
2464	136909	140797
2465	136986	140763
2466	137046	140712
2467	137109	140664
2468	137172	140616
2469	137228	140562
2470	137289	140511
2471	137341	140452
2472	137400	140401
2473	137453	140343
2474	137509	140287
2475	137572	140239
2476	137622	140177
2477	137677	140121
2478	137737	140070
2479	137797	140020
2480	137872	139984
2481	137925	139926
2482	137993	139882
2483	138051	139830
2484	138114	139782
2485	138174	139731
2486	138233	139678
2487	138290	139624
2488	138344	139567
2489	138406	139518
2490	138467	139467
2491	138540	139429
2492	138599	139378
2493	138652	139319
2494	138693	139249
2495	138744	139189
2496	138802	139136
2497	138859	139082
2498	138921	139032
2499	138983	138983
2500	139049	138938
2501	139105	138883
2502	139162	138829
2503	139237	138792
2504	139292	138736
2505	139350	138683
2506	139410	138632
2507	139486	138596
2508	139538	138537
2509	139587	138475
2510	139643	138420
2511	139704	138369
2512	139751	138305
2513	139810	138253
2514	139863	138194
2515	139916	138136
2516	139992	138101
2517	140047	138045
2518	140124	138010
2519	140181	137956
2520	140242	137905
2521	140299	137851
2522	140359	137800
2523	140416	137745
2524	140478	137696
2525	140536	137643
2526	140602	137598
2527	140657	137541
2528	140710	137483
2529	140769	137431
2530	140824	137374
2531	140876	137315
2532	140931	137259
2533	140992	137209
2534	141053	137158
2535	141113	137107
2536	141172	137054
2537	141244	137015
2538	141299	136958
2539	141363	136911
2540	141421	136857
2541	141475	136800
2542	141546	136759
2543	141604	136706
2544	141661	136652
2545	141713	136592
2546	141764	136532
2547	141820	136477
2548	141878	136424
2549	141923	136357
2550	141978	136301
2551	142041	136252
2552	142120	136219
2553	142175	136163
2554	142233	136110
2555	142293	136058
2556	142355	136008
2557	142408	135950
2558	142475	135905
2559	142532	135851
2560	142604	135811
2561	142664	135759
2562	142715	135699
2563	142778	135650
2564	142840	135601
2565	142900	135549
2566	142964	135501
2567	143028	135453
2568	143082	135396
2569	143161	135362
2570	143235	135324
2571	143284	135261
2572	143341	135207
2573	143392	135147
2574	143444	135088
2575	143506	135039
2576	143563	134983
2577	143622	134931
2578	143675	134873
2579	143734	134821
2580	143790	134765
2581	143847	134710
2582	143911	134662
2583	143980	134619
2584	144064	134590
2585	144122	134536
2586	144186	134488
2587	144245	134435
2588	144321	134398
2589	144379	134345
2590	144421	134276
2591	144466	134211
2592	144524	134157
2593	144587	134108
2594	144653	134062
2595	144719	134015
2596	144769	133954
2597	144812	133887
2598	144858	133822
2599	144899	133753
2600	144954	133696
2601	145003	133635
2602	145055	133576
2603	145115	133523
2604	145169	133466
2605	145229	133414
2606	145298	133371
2607	145364	133325
2608	145419	133268
2609	145478	133215
2610	145536	133162
2611	145600	133114
2612	145656	133058
2613	145716	133006
2614	145778	132956
2615	145836	132903
2616	145900	132855
2617	145991	132830
2618	146041	132770
2619	146099	132716
2620	146160	132665
2621	146222	132614
2622	146272	132554
2623	146333	132503
2624	146395	132453
2625	146455	132401
2626	146514	132348
2627	146568	132291
2628	146629	132240
2629	146702	132199
2630	146771	132155
2631	146828	132100
2632	146873	132035
2633	146916	131968
2634	146966	131907
2635	147010	131841
2636	147063	131783
2637	147115	131723
2638	147190	131685
2639	147246	131629
2640	147307	131578
2641	147362	131521
2642	147405	131454
2643	147448	131387
2644	147493	131322
2645	147542	131260
2646	147589	131196
2647	147632	131129
2648	147677	131064
2649	147756	131029
2650	147811	130972
2651	147862	130912
2652	147921	130860
2653	147968	130796
2654	148015	130732
2655	148064	130671
2656	148112	130608
2657	148176	130560
2658	148236	130508
2659	148286	130447
2660	148350	130399
2661	148409	130345
2662	148460	130286
2663	148526	130239
2664	148591	130191
2665	148646	130135
2666	148698	130076
2667	148752	130018
2668	148812	129967
2669	148877	129919
2670	148933	129863
2671	148978	129798
2672	149040	129747
2673	149094	129691
2674	149151	129636
2675	149201	129575
2676	149269	129530
2677	149328	129477
2678	149395	129431
2679	149457	129381
2680	149516	129328
2681	149571	129271
2682	149622	129211
2683	149674	129153
2684	149728	129095
2685	149785	129040
2686	149837	128981
2687	149901	128933
2688	149956	128876
2689	150011	128820
2690	150071	128768
2691	150119	128706
2692	150163	128640
2693	150211	128577
2694	150260	128516
2695	150315	128459
2696	150375	128407
2697	150432	128352
2698	150489	128297
2699	150543	128240
2700	150602	128188
2701	150662	128135
2702	150719	128081
2703	150775	128025
2704	150827	127966
2705	150892	127918
2706	150945	127860
2707	151010	127812
2708	151056	127748
2709	151104	127686
2710	151160	127630
2711	151210	127570
2712	151264	127512
2713	151317	127454
2714	151360	127388
2715	151421	127336
2716	151477	127280
2717	151550	127240
2718	151612	127189
2719	151666	127132
2720	151736	127088
2721	151797	127036
2722	151851	126980
2723	151908	126924
2724	151969	126873
2725	152022	126815
2726	152091	126770
2727	152156	126722
2728	152208	126663
2729	152260	126604
2730	152322	126554
2731	152375	126496
2732	152431	126440
2733	152484	126382
2734	152542	126328
2735	152601	126275
2736	152657	126219
2737	152718	126168
2738	152777	126115
2739	152830	126057
2740	152884	126000
2741	152940	125944
2742	153000	125892
2743	153059	125839
2744	153121	125788
2745	153186	125740
2746	153271	125708
2747	153328	125653
2748	153371	125587
2749	153419	125525
2750	153461	125457
2751	153518	125403
2752	153571	125344
2753	153643	125302
2754	153706	125253
2755	153762	125196
2756	153817	125140
2757	153876	125087
2758	153943	125040
2759	153998	124984
2760	154056	124930
2761	154108	124871
2762	154161	124813
2763	154227	124765
2764	154296	124721
2765	154347	124661
2766	154393	124597
2767	154443	124536
2768	154491	124475
2769	154545	124417
2770	154597	124358
2771	154657	124306
2772	154730	124264
2773	154793	124214
2774	154853	124161
2775	154914	124110
2776	154974	124057
2777	155034	124005
2778	155101	123958
2779	155152	123898
2780	155231	123861
2781	155281	123800
2782	155332	123741
2783	155391	123688
2784	155452	123636
2785	155507	123580
2786	155562	123523
2787	155643	123487
2788	155701	123433
2789	155763	123382
2790	155824	123330
2791	155885	123279
2792	155944	123225
2793	156003	123172
2794	156066	123121
2795	156129	123071
2796	156189	123019
2797	156253	122969
2798	156313	122917
2799	156377	122868
2800	156437	122815
2801	156491	122758
2802	156553	122706
2803	156616	122656
2804	156670	122599
2805	156719	122538
2806	156771	122479
2807	156818	122416
2808	156875	122361
2809	156941	122314
2810	157008	122266
2811	157086	122227
2812	157143	122172
2813	157202	122119
2814	157256	122062
2815	157298	121996
2816	157342	121930
2817	157396	121873
2818	157458	121822
2819	157511	121764
2820	157571	121711
2821	157626	121654
2822	157681	121598
2823	157726	121534
2824	157782	121478
2825	157847	121429
2826	157904	121374
2827	157959	121318
2828	158015	121262
2829	158072	121207
2830	158147	121166
2831	158205	121112
2832	158266	121060
2833	158339	121017
2834	158394	120960
2835	158448	120903
2836	158500	120845
2837	158562	120793
2838	158611	120732
2839	158661	120671
2840	158717	120616
2841	158776	120562
2842	158836	120510
2843	158889	120452
2844	158944	120395
2845	159000	120339
2846	159058	120285
2847	159117	120232
2848	159174	120177
2849	159229	120120
2850	159286	120065
2851	159342	120009
2852	159399	119954
2853	159456	119899
2854	159514	119845
2855	159573	119791
2856	159634	119739
2857	159690	119683
2858	159753	119633
2859	159813	119581
2860	159867	119523
2861	159927	119470
2862	159979	119412
2863	160054	119369
2864	160120	119321
2865	160173	119264
2866	160231	119209
2867	160303	119165
2868	160371	119118
2869	160426	119062
2870	160486	119009
2871	160544	118954
2872	160618	118912
2873	160677	118858
2874	160731	118801
2875	160794	118750
2876	160856	118699
2877	160915	118645
2878	160964	118585
2879	161017	118527
2880	161076	118472
2881	161130	118416
2882	161184	118358
2883	161242	118303
2884	161290	118242
2885	161350	118189
2886	161413	118138
2887	161473	118085
2888	161550	118045
2889	161608	117990
2890	161661	117932
2891	161713	117874
2892	161765	117815
2893	161821	117759
2894	161874	117701
2895	161955	117663
2896	162006	117604
2897	162070	117554
2898	162125	117497
2899	162177	117438
2900	162236	117385
2901	162289	117327
2902	162354	117277
2903	162410	117221
2904	162469	117168
2905	162523	117110
2906	162576	117052
2907	162639	117002
2908	162698	116948
2909	162747	116887
2910	162798	116827
2911	162845	116765
2912	162913	116718
2913	162970	116663
2914	163034	116613
2915	163087	116555
2916	163141	116497
2917	163196	116441
2918	163271	116398
2919	163323	116340
2920	163376	116282
2921	163433	116226
2922	163492	116173
2923	163566	116129
2924	163645	116090
2925	163706	116038
2926	163763	115982
2927	163810	115920
2928	163872	115868
2929	163932	115815
2930	163981	115755
2931	164035	115697
2932	164106	115652
2933	164155	115591
2934	164200	115528
2935	164245	115464
2936	164305	115410
2937	164356	115351
2938	164402	115288
2939	164488	115254
2940	164541	115196
2941	164587	115132
2942	164649	115081
2943	164697	115019
2944	164744	114957
2945	164803	114903
2946	164862	114850
2947	164910	114788
2948	164963	114730
2949	165022	114676
2950	165088	114627
2951	165146	114573
2952	165207	114520
2953	165266	114466
2954	165327	114414
2955	165409	114376
2956	165472	114325
2957	165539	114276
2958	165594	114220
2959	165655	114168
2960	165714	114113
2961	165775	114061
2962	165830	114005
2963	165881	113945
2964	165935	113888
2965	165998	113837
2966	166050	113778
2967	166105	113721
2968	166158	113663
2969	166200	113598
2970	166244	113534
2971	166289	113470
2972	166345	113415
2973	166396	113355
2974	166457	113303
2975	166513	113247
2976	166567	113189
2977	166615	113128
2978	166670	113072
2979	166733	113020
2980	166781	112959
2981	166840	112905
2982	166898	112850
2983	166953	112794
2984	167007	112737
2985	167081	112693
2986	167137	112637
2987	167200	112586
2988	167261	112533
2989	167319	112479
2990	167380	112426
2991	167440	112372
2992	167487	112311
2993	167537	112251
2994	167599	112199
2995	167657	112144
2996	167725	112096
2997	167782	112041
2998	167836	111983
2999	167890	111927
3000	167954	111876
3001	168005	111817
3002	168055	111757
3003	168113	111702
3004	168164	111643
3005	168220	111587
3006	168287	111538
3007	168353	111489
3008	168400	111427
3009	168452	111368
3010	168529	111327
3011	168583	111269
3012	168640	111214
3013	168699	111160
3014	168758	111106
3015	168818	111053
3016	168890	111007
3017	168945	110950
3018	169002	110895
3019	169060	110840
3020	169118	110786
3021	169174	110730
3022	169239	110680
3023	169294	110623
3024	169348	110566
3025	169408	110512
3026	169463	110456
3027	169518	110399
3028	169580	110347
3029	169649	110300
3030	169704	110243
3031	169752	110182
3032	169797	110119
3033	169846	110058
3034	169893	109996
3035	169942	109936
3036	169990	109875
3037	170038	109814
3038	170090	109755
3039	170145	109698
3040	170194	109638
3041	170258	109587
3042	170306	109526
3043	170363	109471
3044	170429	109422
3045	170487	109367
3046	170532	109304
3047	170579	109242
3048	170623	109179
3049	170689	109129
3050	170752	109077
3051	170813	109025
3052	170874	108972
3053	170921	108910
3054	170977	108854
3055	171033	108799
3056	171089	108743
3057	171141	108684
3058	171195	108627
3059	171265	108580
3060	171319	108522
3061	171369	108463
3062	171432	108411
3063	171486	108354
3064	171541	108297
3065	171629	108262
3066	171692	108210
3067	171763	108163
3068	171823	108110
3069	171874	108051
3070	171930	107995
3071	171988	107940
3072	172042	107883
3073	172097	107826
3074	172148	107767
3075	172203	107711
3076	172254	107651
3077	172306	107593
3078	172356	107534
3079	172398	107469
3080	172461	107417
3081	172519	107363
3082	172576	107307
3083	172627	107248
3084	172688	107195
3085	172753	107145
3086	172827	107100
3087	172882	107044
3088	172933	106984
3089	172984	106925
3090	173044	106872
3091	173091	106810
3092	173148	106755
3093	173204	106699
3094	173258	106642
3095	173322	106590
3096	173378	106534
3097	173433	106478
3098	173489	106422
3099	173558	106374
3100	173614	106318
3101	173671	106263
3102	173735	106211
3103	173791	106156
3104	173854	106104
3105	173921	106055
3106	173985	106003
3107	174041	105948
3108	174099	105893
3109	174159	105839
3110	174217	105784
3111	174275	105730
3112	174341	105679
3113	174394	105622
3114	174450	105566
3115	174503	105508
3116	174574	105461
3117	174628	105404
3118	174689	105351
3119	174755	105301
3120	174809	105244
3121	174870	105191
3122	174923	105133
3123	174977	105076
3124	175030	105018
3125	175078	104957
3126	175128	104897
3127	175179	104838
3128	175235	104782
3129	175290	104726
3130	175344	104668
3131	175400	104613
3132	175455	104556
3133	175508	104498
3134	175560	104440
3135	175610	104380
3136	175677	104330
3137	175727	104271
3138	175790	104219
3139	175856	104169
3140	175902	104107
3141	175958	104051
3142	176017	103997
3143	176073	103941
3144	176131	103886
3145	176194	103834
3146	176249	103778
3147	176304	103721
3148	176372	103672
3149	176430	103617
3150	176503	103571
3151	176538	103503
3152	176584	103441
3153	176635	103382
3154	176695	103328
3155	176778	103288
3156	176829	103229
3157	176873	103167
3158	176919	103105
3159	176962	103041
3160	177015	102983
3161	177083	102934
3162	177142	102880
3163	177197	102823
3164	177251	102766
3165	177300	102706
3166	177375	102661
3167	177439	102610
3168	177504	102559
3169	177597	102524
3170	177644	102463
3171	177689	102401
3172	177755	102350
3173	177814	102296
3174	177867	102238
3175	177932	102187
3176	177999	102138
3177	178047	102077
3178	178102	102021
3179	178152	101961
3180	178206	101904
3181	178258	101846
3182	178329	101798
3183	178381	101739
3184	178433	101681
3185	178490	101626
3186	178541	101567
3187	178596	101510
3188	178661	101460
3189	178719	101405
3190	178799	101362
3191	178867	101313
3192	178929	101260
3193	178984	101204
3194	179042	101149
3195	179093	101090
3196	179155	101037
3197	179208	100979
3198	179271	100927
3199	179340	100878
3200	179399	100824
3201	179454	100768
3202	179511	100712
3203	179564	100654
3204	179622	100600
3205	179681	100545
3206	179739	100490
3207	179806	100440
3208	179886	100398
3209	179949	100345
3210	180009	100291
3211	180052	100228
3212	180095	100165
3213	180139	100102
3214	180186	100041
3215	180239	99983
3216	180281	99919
3217	180334	99861
3218	180382	99801
